Main Category,Name,slice_name
OWN_FUNDS_CALCULATION_COMPONENT=OWN_FUNDS_CALCULATION_COMPONENT_QX2007,Credit or Counterparty Risk Exposure Data,Credit or Counterparty Risk Exposure Data
