Relation_Name,ModelID,Num_ModelID,ObjectID,NumOID,ImportID,Source_Entity_Name,Target_Entity_Name,Source_Label,Target_Label,SourceTo_Target_Cardinality,TargetTo_Source_Cardinality,Source_Optional,Target_Optional,Dominant_Role,Identifying,Source_ID,Num_Source_ID,Target_ID,Num_Target_ID,Number_Of_Attributes
Collateral is involved in Credit risk mitigation assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,5A2ADAAE-4B9F-4BD7-5EEE-A1A3DA4DE925,4972,,Collateral,Credit risk mitigation assignment,,,*,1,Y,N,None,Y,4793B60D-47B8-57C4-12B5-6BD21499308A,654,FBAF417B-1A11-B3D5-9C5F-16BCF562A7E2,696,5
Collateral received has Collateral received derived data,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,5AB35DE1-FA83-AA32-FBDE-3A93B6C387C1,4973,,Collateral received,Collateral received derived data,,,*,1,Y,N,None,Y,DCBBAB01-3686-CCD5-A54D-EA33D1CB2ED2,660,0E62E3F0-6FFD-E5E4-C654-80C99823D21D,661,6
Collateral received instrument has Collateral received instrument derived data,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,82B9DE23-034C-BDBA-F67B-EF5802EF25E9,4974,,Collateral received instrument,Collateral received instrument derived data,,,1,1,Y,N,Collateral received instrument,Y,E50F91BD-9CAA-1F59-DEF3-6907A545578F,662,FD26E12C-5E0A-ED3E-2934-B1B23964F406,663,6
Collateral received instrument protects Credit facility Collateral received instrument assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,6F444CE9-26D6-55DC-41C4-B7DDF841A378,4975,,Collateral received instrument,Credit facility Collateral received instrument assignment,,,*,1,Y,N,None,Y,E50F91BD-9CAA-1F59-DEF3-6907A545578F,662,3D3DF7D3-3E55-EC90-1D66-B8ACC991B4AD,683,6
Collateral received instrument protects Financial asset instrument(s) via Other Instrument Collateral received instrument assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,1E4380F7-6CCB-B837-CB98-E42E3EC6449D,4976,,Collateral received instrument,Instrument Collateral received instrument assignment,,,*,1,Y,N,None,Y,E50F91BD-9CAA-1F59-DEF3-6907A545578F,662,970C6EF9-779C-3173-9EDB-6226A668218D,851,6
Collateral received is assigned to protect Off-balance instrument via Off-balance instrument Collateral received assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,0ED9BECE-EC2C-64B6-C7F4-39884848824C,4977,,Collateral received,Off-balance instrument Collateral received assignment,,,*,1,Y,N,None,Y,DCBBAB01-3686-CCD5-A54D-EA33D1CB2ED2,660,FEF00C66-CC8A-B061-1495-16AA9FB628D7,1024,6
Collateral received is part of Asset pool via Asset pool Collateral received assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,053CE500-811E-80CC-7116-CF1B1CD1B534,4978,,Collateral received,Asset pool Collateral received assignment,,,*,1,Y,N,None,Y,DCBBAB01-3686-CCD5-A54D-EA33D1CB2ED2,660,3FB3AB42-7C91-CD5C-37CA-500B22FF713D,604,6
Collateral received protects Credit facility via Credit facility Collateral received assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,36A77B2A-25CA-B675-C958-2A3FDFD3E97E,4979,,Collateral received,Credit facility Collateral received assignment,,,*,1,Y,N,None,Y,DCBBAB01-3686-CCD5-A54D-EA33D1CB2ED2,660,5E02F623-CC8D-9A20-AB10-A47E24CCF5C2,682,6
Collateral received protects Loan(s) and advance via Loan and advance Collateral received assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,9B11BDDF-9ADC-A93D-AAC1-CAAE8383C46A,4980,,Collateral received,Loan and advance Collateral received assignment,,,*,1,Y,N,None,Y,DCBBAB01-3686-CCD5-A54D-EA33D1CB2ED2,660,ACDEC181-3399-411D-BD18-E28CCC37B7BC,909,6
Collateral received protects Long balance sheet recognsied security positition via Long balance sheet recognised security position Collateral received assignment,DA75945B-3FE1-4CE1-31BE-32494C407F7E,573,F505FFDD-FED8-5586-EB88-7F4F09F14282,4981,,Collateral received,Long balance sheet recognised security position collateral received assignment,,,*,1,Y,N,None,Y,DCBBAB01-3686-CCD5-A54D-EA33D1CB2ED2,660,A19587F2-EE13-306A-0074-0A19396D79CA,921,6
